gid,inspire_code,type,name,latitude,longitude
137745,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30891,16.98731
137746,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30893,16.98745
137747,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30895,16.98755
137748,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30897,16.98767
137749,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30897,16.98778
137750,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30899,16.98789
137751,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30901,16.98813
137752,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30903,16.98824
137753,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30911,16.98883
137754,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30912,16.98896
137755,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30916,16.98928
137756,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30919,16.98952
137757,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3092,16.98963
137758,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30922,16.98975
137759,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30923,16.98983
137760,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30924,16.98993
137761,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30926,16.99017
137762,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30928,16.99028
137763,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30929,16.99039
137764,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30931,16.99051
137766,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30934,16.99076
137767,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30935,16.99087
137768,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30937,16.99098
137769,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30938,16.9911
137770,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30939,16.9912
137771,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30941,16.99131
137772,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30942,16.99146
137773,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30943,16.99155
137774,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30944,16.99167
137775,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30945,16.99178
137776,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30947,16.9919
137777,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30949,16.99201
137778,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3095,16.99213
137779,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30952,16.99227
137780,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30953,16.99237
137782,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30956,16.9926
137783,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30957,16.99273
137784,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30959,16.99284
137785,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3096,16.99296
137786,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30961,16.99307
137787,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30963,16.99319
137788,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30964,16.99329
137789,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30965,16.9934
137790,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30967,16.99352
137791,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3097,16.99379
137792,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30972,16.9939
137793,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30974,16.99405
137795,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30979,16.99439
137796,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3098,16.9945
137797,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30981,16.9946
137798,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30984,16.99494
137799,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30985,16.99506
137800,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30986,16.99517
137801,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30989,16.9954
137802,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30992,16.99562
137803,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30993,16.99574
137804,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30995,16.99586
137805,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30996,16.99597
137806,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30998,16.99609
137807,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30999,16.99621
137808,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.31001,16.99633
137809,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.31003,16.99656
137811,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.31012,16.99724
137812,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30971,16.99438
145378,PL.ZIPOP.1393.PP.3021125.10082,drzewo,Kwiryna,52.5054,17.12803
132894,PL.ZIPOP.1393.PP.3021062.2324,drzewo,Baśka,52.3015,17.12346
134053,PL.ZIPOP.1393.PP.3021152.1704,drzewo,,52.50656,16.95856
137093,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36756,16.92141
137082,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.3665,16.92575
137118,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.36965,16.91871
137059,PL.ZIPOP.1393.PP.3064011.2199,drzewo,,52.3731,16.92526
137139,PL.ZIPOP.1393.PP.3064011.2204,drzewo,,52.43369,16.87908
137546,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40701,16.88823
137154,PL.ZIPOP.1393.PP.3064011.2213,drzewo,,52.41425,16.92558
137163,PL.ZIPOP.1393.PP.3064011.2215,drzewo,,52.38643,16.84645
137189,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48845,16.90061
137565,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40871,16.88834
137214,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48886,16.90213
137218,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48861,16.90083
137174,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48796,16.89809
137223,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48827,16.89922
137594,PL.ZIPOP.1393.PP.3064011.2227,drzewo,,52.4558,16.89487
137224,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48824,16.89905
137175,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48799,16.89824
137178,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48808,16.89872
137179,PL.ZIPOP.1393.PP.3064011.2219,drzewo,,52.48811,16.89886
137606,PL.ZIPOP.1393.PP.3064011.2230,drzewo,,52.4068,16.93071
137280,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44972,16.84414
137293,PL.ZIPOP.1393.PP.3064011.2223,drzewo,,52.44868,16.84229
137324,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46264,16.84448
137343,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46034,16.84882
137346,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46017,16.84918
137347,PL.ZIPOP.1393.PP.3064011.2224,drzewo,,52.46001,16.84945
132689,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48814,17.07464
137449,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41514,16.9252
137450,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41516,16.92531
137468,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41571,16.92732
137480,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41702,16.92925
137373,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41487,16.9242
137391,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41661,16.92894
137411,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41315,16.92049
137418,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41351,16.92095
137439,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41487,16.92372
137358,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41292,16.92044
137447,PL.ZIPOP.1393.PP.3064011.2225,drzewo,,52.41511,16.925
137496,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40775,16.88801
137521,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40812,16.88818
137542,PL.ZIPOP.1393.PP.3064011.2226,drzewo,,52.40663,16.88823
132565,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.47885,17.09383
137612,PL.ZIPOP.1393.PP.3064011.2236,drzewo,,52.4173,17.02473
132500,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48446,17.08253
132591,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48264,17.08597
132411,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.4907,17.0696
132526,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48268,17.0862
132557,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48008,17.09152
132416,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.49029,17.07043
132621,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48441,17.0823
132564,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.47865,17.09425
132630,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48485,17.0814
132696,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48859,17.07371
132631,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.4849,17.0813
132658,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48652,17.078
132699,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48876,17.07333
132727,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48016,17.09198
132433,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48905,17.073
132434,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48902,17.07307
132436,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48893,17.07326
132467,PL.ZIPOP.1393.PP.3021042.2250,drzewo,,52.48723,17.07677
132765,PL.ZIPOP.1393.PP.3021042.2261,drzewo,,52.49248,17.0054
132785,PL.ZIPOP.1393.PP.3021042.2284,drzewo,,52.48642,17.02353
132816,PL.ZIPOP.1393.PP.3021042.2306,drzewo,,52.51099,16.97449
132812,PL.ZIPOP.1393.PP.3021042.2306,drzewo,,52.51099,16.9743
132846,PL.ZIPOP.1393.PP.3021042.2306,drzewo,,52.51171,16.97453
132867,PL.ZIPOP.1393.PP.3021042.2308,drzewo,,52.51102,16.98009
132876,PL.ZIPOP.1393.PP.3021042.2315,drzewo,,52.50941,16.97237
132893,PL.ZIPOP.1393.PP.3021052.2323,drzewo,,52.38309,16.74407
134080,PL.ZIPOP.1393.PP.3021152.2637,drzewo,Deby Marianowskie,52.51444,16.96355
134095,PL.ZIPOP.1393.PP.3021152.2637,drzewo,Deby Marianowskie,52.51417,16.96465
134112,PL.ZIPOP.1393.PP.3021152.2637,drzewo,Deby Marianowskie,52.51377,16.96519
134072,PL.ZIPOP.1393.PP.3021152.2637,drzewo,Deby Marianowskie,52.5148,16.96325
134135,PL.ZIPOP.1393.PP.3021152.2637,drzewo,Deby Marianowskie,52.51312,16.96665
134146,PL.ZIPOP.1393.PP.3021152.2637,drzewo,Deby Marianowskie,52.51252,16.96705
134150,PL.ZIPOP.1393.PP.3021152.2637,drzewo,Deby Marianowskie,52.51241,16.96797
134075,PL.ZIPOP.1393.PP.3021152.2637,drzewo,Deby Marianowskie,52.51463,16.96349
134174,PL.ZIPOP.1393.PP.3021163.2654,drzewo,,52.4517,17.12637
132389,PL.ZIPOP.1393.PP.3021011.2351,drzewo,,52.35067,16.89002
137722,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30847,16.98348
137729,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30863,16.98488
137744,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.3089,16.98721
137765,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30932,16.99063
137781,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30954,16.99249
137794,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30977,16.99429
137810,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.31011,16.99712
137623,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30826,16.98288
137659,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30894,16.98804
137673,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30921,16.99018
137688,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30946,16.99227
137713,PL.ZIPOP.1393.PP.3064011.3577,drzewo,,52.30997,16.99646
131982,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34918,16.86076
131983,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34912,16.86075
131984,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34904,16.86086
131985,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34897,16.86099
131986,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34889,16.86113
131990,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34869,16.86146
131991,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34858,16.86162
131992,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34857,16.86175
131993,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34852,16.86174
131994,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34851,16.86185
131995,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34842,16.86191
131996,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34843,16.86199
132393,PL.ZIPOP.1393.PP.3021011.2355,drzewo,,52.35201,16.88636
131987,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34888,16.86123
131988,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3488,16.86136
131989,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34873,16.86148
131997,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34835,16.862
131998,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34833,16.86212
131999,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34827,16.86209
132001,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3482,16.86217
132002,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34818,16.86226
132003,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34812,16.86221
132004,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34806,16.86223
132005,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34804,16.86233
132006,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34797,16.86226
132007,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34787,16.86231
132008,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34782,16.8624
132009,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34775,16.86234
132010,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34765,16.86239
132011,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34759,16.86251
132012,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34756,16.8624
132013,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34749,16.86261
132014,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34739,16.86252
132015,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34731,16.86254
132016,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34724,16.86262
132017,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34711,16.86264
132018,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34706,16.86257
132019,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34701,16.86266
132020,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34695,16.86258
132021,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34688,16.86267
132022,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34685,16.8626
132023,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34679,16.86269
132025,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34666,16.8627
132026,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34657,16.8627
132027,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34652,16.86262
132028,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34647,16.86271
132029,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34636,16.86269
132030,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34629,16.86262
132031,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34619,16.86262
132032,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34624,16.86271
132033,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34613,16.86272
132034,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34606,16.86271
132035,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.346,16.8627
132036,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34592,16.86262
132037,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34583,16.86261
132038,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34592,16.8627
132039,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34585,16.8627
132040,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34573,16.86269
132041,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34559,16.86268
132042,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34556,16.86262
132043,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3455,16.86268
132044,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34541,16.86268
132045,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34535,16.86259
132046,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34524,16.86259
132047,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3472,16.8572
132048,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34714,16.85711
132052,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34717,16.85732
132053,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34711,16.85722
132054,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34707,16.85715
132055,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34661,16.85637
132056,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34644,16.85612
132057,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34782,16.85821
132058,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34766,16.85797
132059,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34758,16.85783
132060,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34751,16.8577
132061,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34735,16.85745
132062,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34727,16.85732
132063,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3478,16.85835
132064,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34766,16.85811
132065,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34757,16.85798
132066,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34741,16.85771
132067,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34735,16.85761
132068,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34727,16.85748
132069,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34871,16.85968
132070,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34855,16.8594
132071,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34849,16.8593
132072,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34841,16.85918
132073,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34828,16.85896
132074,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3482,16.85883
132075,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34811,16.85869
132076,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34805,16.85859
132077,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34855,16.85958
132078,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34863,16.85971
132079,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34848,16.85946
132082,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34802,16.8587
132084,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34918,16.86044
132085,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3491,16.86031
132086,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34902,16.86018
132087,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34887,16.85993
132088,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34879,16.85981
132089,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34908,16.86044
132090,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34883,16.86006
132091,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34879,16.85998
132092,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35035,16.86236
132094,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35007,16.86179
132095,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34999,16.86167
132096,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34994,16.86157
132097,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34985,16.86145
132098,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34978,16.86133
132099,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35021,16.8623
132100,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34988,16.86176
132101,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34982,16.86165
132102,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35102,16.86344
132103,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35097,16.86336
132104,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35091,16.86326
132105,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35073,16.86298
132108,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35046,16.86252
132109,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3504,16.86244
132110,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34825,16.85909
132111,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35104,16.86364
132112,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35089,16.86339
132113,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35081,16.86326
132114,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35073,16.86313
132115,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35066,16.86302
132117,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35181,16.86474
132118,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35174,16.86462
132119,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35166,16.86449
132120,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35159,16.86438
132121,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35151,16.86425
132122,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35139,16.86405
132123,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35127,16.86385
132124,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35117,16.86368
132125,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3511,16.86358
132126,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35172,16.86475
132127,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35149,16.86438
132128,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35141,16.86425
132129,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35134,16.86413
132130,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35127,16.86401
132131,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35118,16.86387
132132,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.35111,16.86375
132133,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34509,16.85565
132134,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3452,16.85565
132135,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34529,16.85565
132136,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34564,16.85563
132137,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34501,16.85554
132138,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34514,16.85554
132139,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34526,16.85554
132140,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34537,16.85553
132141,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34549,16.85554
132142,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34559,16.85553
132143,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34579,16.85553
132144,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.3459,16.85553
132145,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34468,16.85054
132146,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34467,16.85039
132147,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34466,16.85024
132148,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34465,16.85006
132149,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34464,16.84985
132150,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34464,16.8497
132151,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34463,16.84953
132152,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34462,16.84935
132153,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34461,16.84918
132154,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34461,16.85047
132155,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34459,16.85014
132156,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34459,16.84996
132157,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34458,16.84979
132158,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34457,16.84961
132159,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34457,16.84945
132160,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34455,16.84908
132161,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34476,16.85236
132162,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34475,16.85217
132163,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34474,16.85201
132164,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34473,16.85181
132165,PL.ZIPOP.1393.PP.3021011.2348,drzewo,,52.34473,16.85164
